distance,flux0,varflux0,flux1,varflux1
5.325000,0.360894,0.074353,0.032956,0.008351
5.335000,0.360385,0.074340,0.032874,0.008283
5.345000,0.359932,0.074326,0.032688,0.008228
5.355000,0.359481,0.074308,0.032485,0.008123
5.365000,0.358979,0.074298,0.032454,0.008127
5.375000,0.358498,0.074285,0.032507,0.008175
5.385000,0.358031,0.074270,0.032468,0.008176
5.395000,0.357552,0.074256,0.032497,0.008189
5.405000,0.354942,0.073294,0.032615,0.008263
5.415000,0.354471,0.073279,0.032546,0.008242
5.425000,0.353993,0.073260,0.032447,0.008167
5.435000,0.353549,0.073242,0.032377,0.008138
5.445000,0.353054,0.073229,0.032505,0.008206
5.455000,0.352594,0.073215,0.032436,0.008184
5.465000,0.352136,0.073204,0.032369,0.008170
5.475000,0.351652,0.073188,0.032172,0.008042
5.485000,0.351189,0.073174,0.032180,0.008056
5.495000,0.350737,0.073155,0.032068,0.008010
5.505000,0.348157,0.072194,0.032013,0.007980
5.515000,0.347696,0.072176,0.032129,0.008028
5.525000,0.347247,0.072161,0.032049,0.008011
5.535000,0.346808,0.072142,0.031887,0.007913
5.545000,0.346341,0.072126,0.031988,0.007956
5.555000,0.345898,0.072110,0.032129,0.008035
