distance,flux0,varflux0,flux1,varflux1
2.535000,0.884866,0.349503,0.064817,0.038306
2.545000,0.883020,0.349908,0.064614,0.038190
2.555000,0.880932,0.350401,0.064440,0.038063
2.565000,0.878984,0.350859,0.064322,0.038018
2.575000,0.876949,0.351327,0.064187,0.037942
2.585000,0.875013,0.351739,0.064074,0.037918
2.595000,0.873195,0.352119,0.063873,0.037773
2.605000,0.870141,0.352165,0.063741,0.037717
2.615000,0.868307,0.352548,0.063550,0.037601
2.625000,0.866287,0.352963,0.063447,0.037545
2.635000,0.864274,0.353395,0.063297,0.037475
2.645000,0.862364,0.353811,0.063140,0.037399
2.655000,0.860423,0.354186,0.062961,0.037282
2.665000,0.858538,0.354528,0.062767,0.037102
2.675000,0.856628,0.354883,0.062664,0.037034
2.685000,0.854699,0.355267,0.062527,0.036966
2.695000,0.852903,0.355580,0.062380,0.036866
2.705000,0.849953,0.355470,0.062278,0.036839
2.715000,0.848125,0.355803,0.062134,0.036800
2.725000,0.846294,0.356109,0.062008,0.036736
2.735000,0.844406,0.356426,0.061850,0.036620
2.745000,0.842397,0.356800,0.061738,0.036567
2.755000,0.840533,0.357089,0.061634,0.036509
2.765000,0.838736,0.357373,0.061500,0.036458
2.775000,0.836748,0.357702,0.061350,0.036363
2.785000,0.834934,0.357973,0.061154,0.036185
2.795000,0.833050,0.358309,0.061072,0.036162
2.805000,0.830242,0.358089,0.060880,0.036035
2.815000,0.828402,0.358362,0.060751,0.035958
2.825000,0.826610,0.358580,0.060649,0.035895
2.835000,0.824762,0.358840,0.060562,0.035862
2.845000,0.822996,0.359126,0.060388,0.035759
2.855000,0.821208,0.359313,0.060218,0.035580
2.865000,0.819372,0.359588,0.060092,0.035553
2.875000,0.817592,0.359774,0.059907,0.035378
2.885000,0.815751,0.359991,0.059833,0.035374
2.895000,0.813976,0.360226,0.059753,0.035384
2.905000,0.811189,0.359938,0.059616,0.035295
2.915000,0.809404,0.360107,0.059497,0.035195
2.925000,0.807578,0.360280,0.059465,0.035203
2.935000,0.805765,0.360524,0.059406,0.035246
2.945000,0.803963,0.360694,0.059308,0.035205
2.955000,0.802139,0.360884,0.059175,0.035131
2.965000,0.800376,0.361046,0.059077,0.035098
2.975000,0.798544,0.361246,0.058942,0.035008
2.985000,0.796765,0.361370,0.058766,0.034827
2.995000,0.795045,0.361517,0.058592,0.034704
3.005000,0.792205,0.361136,0.058454,0.034596
3.015000,0.790407,0.361304,0.058359,0.034604
3.025000,0.788715,0.361426,0.058209,0.034522
3.035000,0.786889,0.361552,0.058044,0.034378
3.045000,0.785131,0.361712,0.057857,0.034229
3.055000,0.783349,0.361817,0.057723,0.034083
3.065000,0.781587,0.361952,0.057608,0.034042
3.075000,0.779890,0.362075,0.057400,0.033877
3.085000,0.778163,0.362172,0.057215,0.033730
3.095000,0.776349,0.362284,0.057047,0.033600
3.105000,0.773727,0.361794,0.056925,0.033533
3.115000,0.772093,0.361862,0.056718,0.033386
3.125000,0.770377,0.361940,0.056548,0.033265
3.135000,0.768628,0.362013,0.056488,0.033257
3.145000,0.766883,0.362116,0.056383,0.033214
3.155000,0.765250,0.362159,0.056192,0.033056
3.165000,0.763537,0.362221,0.056020,0.032921
3.175000,0.761773,0.362269,0.055944,0.032866
3.185000,0.760125,0.362353,0.055876,0.032879
3.195000,0.758342,0.362418,0.055756,0.032802
3.205000,0.755725,0.361878,0.055665,0.032764
3.215000,0.754010,0.361930,0.055545,0.032692
3.225000,0.752308,0.361981,0.055427,0.032625
3.235000,0.750623,0.361980,0.055317,0.032548
3.245000,0.749095,0.361996,0.055202,0.032497
3.255000,0.747406,0.362024,0.055140,0.032474
3.265000,0.745825,0.362017,0.054973,0.032335
3.275000,0.744192,0.362018,0.054835,0.032223
3.285000,0.742540,0.362038,0.054757,0.032203
3.295000,0.740800,0.362055,0.054657,0.032139
3.305000,0.738118,0.361484,0.054589,0.032129
3.315000,0.736530,0.361444,0.054474,0.032042
3.325000,0.734997,0.361422,0.054346,0.031961
3.335000,0.733283,0.361408,0.054269,0.031925
3.345000,0.731627,0.361413,0.054123,0.031840
3.355000,0.729928,0.361370,0.054040,0.031775
3.365000,0.728360,0.361373,0.053910,0.031704
3.375000,0.726721,0.361321,0.053839,0.031664
3.385000,0.725158,0.361285,0.053645,0.031491
3.395000,0.723591,0.361230,0.053519,0.031406
3.405000,0.721090,0.360561,0.053408,0.031324
3.415000,0.719382,0.360488,0.053345,0.031308
3.425000,0.717761,0.360407,0.053286,0.031310
3.435000,0.716163,0.360358,0.053241,0.031349
3.445000,0.714444,0.360307,0.053206,0.031368
3.455000,0.712825,0.360200,0.053076,0.031250
3.465000,0.711257,0.360135,0.053061,0.031283
3.475000,0.709616,0.360096,0.052973,0.031237
3.485000,0.708114,0.360047,0.052787,0.031081
3.495000,0.706484,0.359942,0.052621,0.030910
3.505000,0.703919,0.359223,0.052473,0.030807
3.515000,0.702296,0.359140,0.052371,0.030738
3.525000,0.700744,0.359024,0.052201,0.030561
3.535000,0.699215,0.358927,0.052149,0.030559
3.545000,0.697628,0.358818,0.052021,0.030477
3.555000,0.696171,0.358707,0.051820,0.030314
3.565000,0.694542,0.358599,0.051684,0.030222
3.575000,0.692992,0.358483,0.051534,0.030107
3.585000,0.691450,0.358330,0.051401,0.029989
3.595000,0.689895,0.358192,0.051277,0.029921
3.605000,0.687504,0.357422,0.051164,0.029849
3.615000,0.685928,0.357301,0.051078,0.029799
3.625000,0.684389,0.357163,0.050961,0.029708
3.635000,0.682827,0.357016,0.050861,0.029649
3.645000,0.681338,0.356898,0.050744,0.029579
3.655000,0.679828,0.356714,0.050641,0.029495
